partID_given,partID,dyadID,gender_baseline,Progress,Duration,RecordedDate,DistributionChannel,day,gender,gender_6_TEXT,gate1,gate2,gate3,gate4,gate5,gate6,beds,vaccum,food,dishes,garbage,yardwork,pets,laundry,errands,cars,finances,events,calls,other_chores,fair_chores,satisfied_chores,homeschool,attention,worrying,activities,clothes,sick,getting_up,put_to_bed,discipline,reading,playing,picking_up,hygiene,dressing,comforting,feeding,other_childcare,fair_childcare,satisfied_childcare,wfibs1,wfibs2,wfibs3,covid_pres1,covid_pres2,covid_pres3,covid_pres4,covid_pres5,covid_pres6,qmi1,qmi2,qmi3,qmi4,comm1,comm2,comm3,comm4,comments
,R_1QAbWeDxIaGB0nm,377033,Woman,100,377,10/8/20 20:29,email,Thursday,Woman,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,grocery shopped online,Fair to both you and your partner,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,A little true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
,R_1QAbWeDxIaGB0nm,377033,Woman,100,463,10/9/20 18:14,email,Friday,Woman,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
,R_1QAbWeDxIaGB0nm,377033,Woman,100,500,10/10/20 20:46,email,Saturday,Woman,,Somewhat agree,Somewhat agree,Somewhat agree,,,,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,no,Slightly unfair to you,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,no
,R_1QAbWeDxIaGB0nm,377033,Woman,100,155,10/11/20 19:16,email,Sunday,Woman,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,no,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,no
,R_3ELr3P738kowP2k,377033,,100,433,9/28/20 21:45,email,Monday,Man,,Somewhat disagree,Strongly disagree,Strongly disagree,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,186,9/29/20 22:01,email,Tuesday,Man,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,no,Pretty much fair to me,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,330,9/30/20 21:57,email,Wednesday,Man,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,906,10/1/20 20:22,email,Thursday,Man,,Strongly disagree,Strongly disagree,Strongly disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,1070,10/2/20 21:19,email,Friday,Man,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,515,10/3/20 21:23,email,Saturday,Man,,Somewhat disagree,Strongly disagree,Strongly disagree,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,none,Pretty much fair to me,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,A little true about me,A little true about me,A little true about me,A little true about me,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,none
,R_3ELr3P738kowP2k,377033,Man,100,262,10/4/20 20:02,email,Sunday,Man,,Somewhat disagree,Strongly disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Pretty much fair to me,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat true about me,A little true about me,A little true about me,A little true about me,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,790,10/5/20 21:17,email,Monday,Man,,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,A little true about me,A little true about me,Somewhat true about me,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,532,10/6/20 19:56,email,Tuesday,Man,,Somewhat disagree,Strongly disagree,Strongly disagree,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,none
,R_3ELr3P738kowP2k,377033,Man,100,657,10/7/20 20:53,email,Wednesday,Man,,Somewhat disagree,Strongly disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,A little true about me,Somewhat true about me,A little true about me,Somewhat true about me,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,304,10/8/20 19:59,email,Thursday,Man,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,464,10/9/20 21:45,email,Friday,Man,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,none,Fair to both you and your partner,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,A little true about me,Somewhat true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,375,10/10/20 21:00,email,Saturday,Man,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,none,Fair to both you and your partner,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat true about me,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,none
,R_3ELr3P738kowP2k,377033,Man,100,255,10/11/20 19:37,email,Sunday,Man,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,none,Fair to both you and your partner,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat true about me,Somewhat true about me,Somewhat true about me,Somewhat true about me,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,none
R_3scqgDGh3vGR68O,R_21t5t5JNXiVzDtK,737834,,100,380,9/29/20 5:09,email,Tuesday,Man,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,Yes,No,No,No,No,No,No,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,349,9/29/20 17:42,email,Tuesday,Woman,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,no,Fair to both you and your partner,Somewhat satisfied,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,no,Fair to both you and your partner,Somewhat satisfied,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,217,9/30/20 17:05,email,Wednesday,Woman,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Fair to both you and your partner,Neither satisfied nor dissatisfied,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,194,10/1/20 17:07,email,Thursday,Woman,,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,no,Fair to both you and your partner,Somewhat satisfied,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,164,10/2/20 18:11,email,Friday,Woman,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,143,10/3/20 17:14,email,Saturday,Man,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,No,No,No,No,Yes,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
 R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,159,10/4/20 17:42,email,Sunday,Man,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,No,No,Yes,No,No,No,No,No,No,No,No,No,No,no,Pretty much fair to me,Somewhat satisfied,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,no,Pretty much fair to me,Somewhat satisfied,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
 R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,320,10/5/20 17:55,email,Monday,Woman,,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,no,Pretty much fair to me,Somewhat satisfied,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Pretty much fair to me,Somewhat satisfied,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I worked today so it was a long day.  I did  a lot of prep work before I left for work today
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,247,10/6/20 17:37,email,Tuesday,Man,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Pretty much fair to me,Somewhat satisfied,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,no,Pretty much fair to me,Somewhat satisfied,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK.,R_21t5t5JNXiVzDtK,737834,Woman,100,160,10/7/20 18:05,email,Wednesday,Man,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
 R_21t5t5JNXiVzDtK.,R_21t5t5JNXiVzDtK,737834,Woman,100,159,10/8/20 17:57,email,Thursday,Man,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Fair to both you and your partner,Neither satisfied nor dissatisfied,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no,Pretty much fair to me,Neither satisfied nor dissatisfied,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
R_21t5t5JNXiVzDtK,R_21t5t5JNXiVzDtK,737834,Woman,100,205,10/9/20 17:27,email,Friday,Woman,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,no,Pretty much fair to me,Somewhat satisfied,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,no,Pretty much fair to me,Somewhat satisfied,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Mostly true about me,Mostly true about me,Mostly true about me,Mostly true about me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no
